"Timestamp","Q.1.Institution","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","dataOrigin","Question.1..In.which.country.do.you.live.","X","X.1","Q.2.I conduct research","Q.2.I develop software for researchers","Q.2.I manage researchers or research projects","Q.2.I support researchers","Q.4.Fund.clean","Q.9.Training.Software.clean","Q.9.Training.Software.YN","E.1.Job.Title.clean","E.2.Gender.clean","E.4.OS.clean"
"10/17/2014 16:55:06","Radboud University Nijmegen","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Humanities & language based studies & archaeology","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","Moses, GIZA++, SRILM, nltk, ucto, pynlpl, timbl, frog, scipy, numpy, colibri-core, colibri-mt, colibrita, valkuil, fowlt, flat, FoLiA, CLAM, wopr, mbt, openNLP, FreeLing, Apertium, TreeTagger, Alpino, scikit-learn, gensim, cython","Scientific Programmer","Male","Fixed term","Linux","petition","Netherlands","","",1,1,1,1,"","Self-taugh+Taught","Yes","Scientific Programmer","Male","Linux"
"10/17/2014 17:42:00","CNRS","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","ERC - European Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Python,  Numpy, Matplotlib, Fortran, ATLAS/BLAS, HDF5-libraries","Ingenieur de Recherche","Male","Fixed term","Mac OS X","petition","France","","",1,1,0,0,"Europe","Self-taugh+Taught","Yes","Ingenieur de Recherche","Male","Mac OS X"
"10/17/2014 17:52:06","UK atc","I conduct research, I support researchers","Biological, mathematical & physical sciences","STFC - Science and Technology Facilities Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","Python ","","Female","Permanent","Mac OS X","petition","United Kingdom, United Kingdom","","",1,0,0,1,"STFC - Science and Technology Facilities Council","Self-Taught","No","","Female","Mac OS X"
"10/17/2014 19:53:00","SLAC","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","Many","Researcher","Male","Permanent","Don't have a preference","petition","United States, United States","","",1,1,0,0,"","Self-Taught","No","Researcher","Male",NA
"10/17/2014 20:01:45","University of Toronto","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","R, bowtie, tophat, cufflinks, samtools, picard, blast, STAR, blat, FastQC","Research associate","Male","Permanent","Mac OS X","petition","Canada","","",1,1,1,0,"","Taught","Yes",NA,"Male","Mac OS X"
"10/17/2014 20:31:53","University of British Columbia","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","ROS (Robot Operating System), LAPACK, CVODE, SciPy, NumPy","Associate Professor","Male","Permanent","Don't have a preference","petition","Canada","","",1,1,1,1,"","Self-Taught","No","Professor","Male",NA
"10/17/2014 20:53:21","Dept. of Astronomy, Cornell University","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Python, SciPy, NumPy, matplotlib, IPython, many astronomer-developed software libraries","Senior Research Associate","Male","Fixed term","Mac OS X","petition","United States, United States","","",1,1,1,0,"","Self-taugh+Taught","Yes",NA,"Male","Mac OS X"
"10/18/2014 2:31:50","Virginia Bioinformatics Institute ","I conduct research, I support researchers, I develop software for researchers","None of the above","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","R, Python","Research Faculty","Male","Fixed term","Linux","petition","United States, United States","","",1,1,0,1,"","Taught","Yes","Research Faculty","Male","Linux"
"10/18/2014 5:57:33","University","I conduct research","None of the above","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No","ipython, pycortex, fsl, ipython notebook","PostDoc","Female","Fixed term","Linux","petition","United States, United States","","",1,0,0,0,"","Taught","Yes",NA,"Female","Linux"
"10/18/2014 11:48:54","INFN, University of Padova","I conduct research","Biological, mathematical & physical sciences","Don't know","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","No","python, heasarc tools, nasa software in general, topcat","Post-Doc","Female","Fixed term","Mac OS X","petition","Italy","","",1,0,0,0,"Don't know","No","No",NA,"Female","Mac OS X"
"10/18/2014 12:22:32","University of Oxford","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","Google","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","No","Yes","","Professor","Male","Permanent","Mac OS X","petition","United Kingdom, United Kingdom","","",1,0,1,0,"Google","No","No","Professor","Male","Mac OS X"
"10/19/2014 17:41:43","University of California, Berkeley","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","python, numpy, scipy, matplotlib","Postdoctoral Fellow","Male","Fixed term","Linux","petition","United States, United States","","",1,1,0,0,"","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/19/2014 18:26:50",NA,"I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","Queen Mary University of London","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","bionode, dat, psmc, samtools, bwa, bowtie, abyss, mira, ggplot2, docker, blast, maker, afra, webapollo, dalliance, request, tool-stream, json, leveldb, levelgraph, mongodb, git, nodejs, R, ruby, python","PhD Student in Bioinformatics and Population Genomics & Web Developer","Male","Fixed term","Desktop: OSX, Servers: GNU/Linux, Phone: Android, Gaming machine: Windows","petition","United Kingdom, United Kingdom","","",1,1,0,0,"Queen Mary University of London","Self-taugh+Taught","Yes","Postgraduate student","Male","Desktop: OSX, Servers: GNU/Linux, Phone: Android, Gaming machine: Windows"
"10/19/2014 19:00:45","Forschungszentrum Jülich","I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","numpy, scipy, neurodebian","Scientific Computing Coordinator","Male","Fixed term","Linux","petition","Germany","","",0,1,0,1,"","Self-Taught","No","Scientific Computing Coordinator","Male","Linux"
"10/20/2014 5:01:00","University of British Columbia","I conduct research, I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","R, Python, QGIS, ArcGIS, Marxan, Maxent, Geospatial Modelling, Environment, ET Geowizards, JAGS (Just Another Gibbs Sampler), NetLogo, OpenBUGS, OpenGeo Suite, OSGeo4W, RStudio","Postdoctoral Research Fellow","Male","","Used to Windows, but am switching more and more to Linux (especially for research)","petition","Canada","","",1,1,0,1,"","Self-taugh+Taught","Yes",NA,"Male","Used to Windows, but am switching more and more to Linux (especially for research)"
"10/20/2014 8:51:12","UCL","I conduct research, I support researchers, I develop software for researchers","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","NifTk,Matlab,Paraview,ITK,VTK","Research Assoc","Male","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,1,0,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Research Assoc","Male","Linux"
"10/20/2014 9:47:02","","I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","Research engineer","Male","Fixed term","Linux","petition","France","","",0,1,0,1,"","Self-Taught","No","Research engineer","Male","Linux"
"10/20/2014 10:36:58","","I conduct research, I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","python, perl, fortran, java, IDL, various astronomical softwares
","calibration scientist","Female","Fixed term","Mac OS X","petition","Belgium","","",1,1,0,1,"","Self-Taught","No","calibration scientist","Female","Mac OS X"
"10/20/2014 12:53:30","Crowdcrafting and PyBossa","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","Don't know","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Python, IPython, Pandas, Numpy","Lead developer and researcher","Male","Prefer not to say","Linux","petition","Spain","","",1,1,1,1,"Don't know","Self-taugh+Taught","Yes","Researcher","Male","Linux"
"10/20/2014 14:25:06","Institute for the German Language","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Humanities & language based studies & archaeology","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","EXMARaLDA, FOLKER, DGD2, Praat, ELAN","Head of program area","Male","Permanent","Microsoft Windows","petition","Germany","","",1,1,1,1,"","Self-Taught","No","Head of program area","Male","Microsoft Windows"
"10/20/2014 15:09:28","University","I conduct research, I manage researchers or research projects, I develop software for researchers","Humanities & language based studies & archaeology","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","Python
R","Project manager","Male","Fixed term","Linux","petition","Germany","","",1,1,1,0,"","Self-Taught","No",NA,"Male","Linux"
